country,date,confirmed,deaths,recovered,daily_new_cases,daily_new_deaths,daily_new_recovered,cases_7day_avg,deaths_7day_avg,active_cases,case_fatality_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,total_tests,new_tests,new_tests_smoothed,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population,icu_patients,hosp_patients,reproduction_rate,mobility_retail,mobility_grocery,mobility_parks,mobility_transit,mobility_workplaces,mobility_residential,zscore_daily_new_cases,anomaly_daily_new_cases,zscore_daily_new_deaths,anomaly_daily_new_deaths,zscore_cases_7day_avg,anomaly_cases_7day_avg,is_anomaly,daily_new_cases_smoothed,daily_new_deaths_smoothed,cases_7day_avg_smoothed,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,days_since_outbreak,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_1_deaths,lag_7_deaths,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_mean_21,rolling_change_7,ewm_mean_7,growth_rate,growth_rate_7d,doubling_time,cfr,recovery_rate,rt_estimate,active_ratio,cases_per_million,mobility_retail_lag7,mobility_grocery_lag7,mobility_parks_lag7,mobility_transit_lag7,mobility_workplaces_lag7,mobility_residential_lag7,mobility_composite_lag7
United States,2022-10-18,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0030394e+07,1.8018236e+07,1.2012157e+07,4.504559e+06,50619.0,45081504,49507,49507,13661.06,0.15,0.1259,21.8,18.8,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,520.0,2224.0,0.88,-11.0,-5.0,-13.0,-3.0,0.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,-0.8660252,0.5000003,-0.95723236,0.28932023,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.2972074e-15,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,0.0,-4.0,-10.0,-4.0,1.0,3.0,-1.0
United States,2022-10-19,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0080572e+07,1.8048344e+07,1.2032229e+07,4.512085e+06,50179.0,45131808,50304,50304,13676.31,0.1524,0.1143,8.1,24.6,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,475.0,2268.0,0.9,-2.0,-5.0,-14.0,1.0,-3.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,-0.8660252,0.5000003,-0.952114,0.3057433,1001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.2229055e-15,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,1.0,-7.0,-11.0,-2.0,0.0,2.0,-0.33333334
United States,2022-10-20,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.01309e+07,1.807854e+07,1.2052359e+07,4.519634e+06,50326.0,45181497,49689,49689,13691.36,0.1506,0.069,22.6,21.6,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,541.0,2271.0,1.06,-1.0,-3.0,-12.0,-5.0,-8.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,-0.8660252,0.5000003,-0.94671386,0.32207587,1002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.4171792e-15,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-1.0,-5.0,-12.0,-4.0,-5.0,2.0,-3.3333333
United States,2022-10-21,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.018098e+07,1.8108588e+07,1.2072392e+07,4.527147e+06,50081.0,45231566,50069,50069,13706.54,0.1517,0.0396,76.7,25.9,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,496.0,2381.0,1.19,-2.0,-5.0,-7.0,-8.0,-3.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,-0.8660252,0.5000003,-0.9410336,0.33831316,1003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.8128843e-15,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-5.0,-9.0,-5.0,-4.0,-3.0,2.0,-4.0
United States,2022-10-22,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.023082e+07,1.8138492e+07,1.2092327e+07,4.534622e+06,49839.0,45281989,50423,50423,13721.81,0.1528,0.0546,70.0,16.5,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,474.0,2338.0,0.98,-5.0,0.0,-12.0,-4.0,-1.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,-0.8660252,0.5000003,-0.93507487,0.35445032,1004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3596633e-15,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-2.0,-2.0,-13.0,-8.0,-5.0,6.0,-5.0
United States,2022-10-23,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0280564e+07,1.8168338e+07,1.2112225e+07,4.542084e+06,49745.0,45331920,49931,49931,13736.95,0.1513,0.1185,13.3,27.0,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,521.0,2290.0,1.12,-8.0,-4.0,-5.0,-3.0,0.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,-0.8660252,0.5000003,-0.92883945,0.3704826,1005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0197474e-15,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-7.0,-1.0,-15.0,-8.0,-7.0,-1.0,-7.3333335
United States,2022-10-24,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.03307e+07,1.819842e+07,1.213228e+07,4.549605e+06,50136.0,45381827,49907,49907,13752.07,0.1512,0.1951,17.6,26.7,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,512.0,2332.0,0.94,-7.0,-5.0,-3.0,-2.0,-6.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,-0.8660252,0.5000003,-0.9223291,0.38640523,1006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.648106e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-5.0,-4.0,-7.0,-3.0,0.0,0.0,-2.6666667
United States,2022-10-25,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0380388e+07,1.8228232e+07,1.2152155e+07,4.557058e+06,49689.0,45431673,49846,49846,13767.17,0.151,0.1191,14.5,18.5,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,538.0,2338.0,0.92,2.0,-1.0,-13.0,-1.0,-1.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,-0.8660252,0.5000003,-0.9155459,0.4022135,1007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.7360796e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-11.0,-5.0,-13.0,-3.0,0.0,0.0,-4.6666665
United States,2022-10-26,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.043002e+07,1.8258012e+07,1.2172007e+07,4.564502e+06,49630.0,45481568,49895,49895,13782.29,0.1512,0.1849,7.9,22.2,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,564.0,2423.0,1.11,-3.0,-1.0,-13.0,-3.0,-4.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,-0.8660252,0.5000003,-0.90849155,0.41790324,1008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.3020597e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-2.0,-5.0,-14.0,1.0,-3.0,2.0,-1.3333334
United States,2022-10-27,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.047984e+07,1.8287904e+07,1.2191936e+07,4.571976e+06,49821.0,45531778,50210,50210,13797.51,0.1522,0.0444,7.0,21.8,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,510.0,2326.0,0.74,-7.0,-7.0,-9.0,-7.0,2.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,-0.8660252,0.5000003,-0.9011685,0.43346885,1009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.2265446e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-1.0,-3.0,-12.0,-5.0,-8.0,0.0,-4.6666665
United States,2022-10-28,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0529854e+07,1.8317912e+07,1.2211941e+07,4.579478e+06,50014.0,45581844,50066,50066,13812.68,0.1517,0.0228,7.8,16.4,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,492.0,2405.0,1.18,-4.0,0.0,-11.0,-3.0,2.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,-0.8660252,0.5000003,-0.8935791,0.44890577,1010,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.4199085e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-2.0,-5.0,-7.0,-8.0,-3.0,2.0,-4.3333335
United States,2022-10-29,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0579738e+07,1.8347842e+07,1.2231895e+07,4.58696e+06,49884.0,45631875,50031,50031,13827.84,0.1516,0.1484,18.8,20.5,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,510.0,2372.0,1.19,-8.0,-3.0,0.0,-6.0,1.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,-0.8660252,0.5000003,-0.8857248,0.4642107,1011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.8149314e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-5.0,0.0,-12.0,-4.0,-1.0,0.0,-3.3333333
United States,2022-10-30,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0629376e+07,1.8377626e+07,1.225175e+07,4.594406e+06,49639.0,45682216,50341,50341,13843.1,0.1525,0.1162,71.1,15.4,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,522.0,2524.0,0.94,-5.0,-3.0,-17.0,-7.0,-2.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,-0.8660252,0.5000003,-0.8776086,0.47937784,1012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3611985e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-8.0,-4.0,-5.0,-3.0,0.0,0.0,-3.6666667
United States,2022-10-31,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0679324e+07,1.8407592e+07,1.2271729e+07,4.601898e+06,49946.0,45731935,49719,49719,13858.16,0.1507,0.12,8.1,14.8,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,515.0,2410.0,1.02,-4.0,-3.0,-4.0,-6.0,-5.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,-0.8660252,0.5000003,-0.8692327,0.49440312,1013,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0208989e-16,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-7.0,-5.0,-3.0,-2.0,-6.0,2.0,-5.0
United States,2022-11-01,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0729522e+07,1.8437712e+07,1.2291808e+07,4.609428e+06,50199.0,45782085,50150,50150,13873.36,0.152,0.0621,7.0,25.3,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,484.0,2391.0,1.14,-7.0,-6.0,-2.0,-8.0,-2.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,-0.49999976,0.86602557,-0.86059964,0.5092821,1014,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.656742e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,2.0,-1.0,-13.0,-1.0,-1.0,0.0,0.0
United States,2022-11-02,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0779568e+07,1.846774e+07,1.2311827e+07,4.616935e+06,50046.0,45831898,49813,49813,13888.45,0.1509,0.0928,3.4,17.1,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,527.0,2418.0,1.25,-7.0,-3.0,-1.0,-5.0,0.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,-0.49999976,0.86602557,-0.85171187,0.52401036,1015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.7425565e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-3.0,-1.0,-13.0,-3.0,-4.0,0.0,-3.3333333
United States,2022-11-03,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.082978e+07,1.8497868e+07,1.2331911e+07,4.624466e+06,50211.0,45881651,49753,49753,13903.53,0.1508,0.0442,16.8,20.5,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,535.0,2472.0,1.0,-2.0,-1.0,-10.0,1.0,-1.0,1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,-0.49999976,0.86602557,-0.8425718,0.538584,1016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.3069174e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-7.0,-7.0,-9.0,-7.0,2.0,0.0,-4.0
United States,2022-11-04,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0879864e+07,1.8527918e+07,1.2351945e+07,4.631979e+06,50085.0,45931601,49950,49950,13918.67,0.1514,0.1951,17.9,24.8,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,582.0,2453.0,1.27,-5.0,-2.0,-8.0,-5.0,-3.0,-2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,-0.49999976,0.86602557,-0.83318293,0.5529974,1017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.230188e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-4.0,0.0,-11.0,-3.0,2.0,2.0,-1.6666666
United States,2022-11-05,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0929754e+07,1.8557852e+07,1.2371901e+07,4.639463e+06,49890.0,45981211,49610,49610,13933.7,0.1503,0.1262,6.3,17.6,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,528.0,2519.0,1.01,-5.0,-1.0,-5.0,-5.0,0.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,-0.49999976,0.86602557,-0.8235473,0.5672476,1018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.422641e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-8.0,-3.0,0.0,-6.0,1.0,2.0,-4.3333335
United States,2022-11-06,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.0979944e+07,1.8587964e+07,1.2391977e+07,4.646991e+06,50189.0,46031427,50216,50216,13948.92,0.1522,0.0405,5.8,11.4,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,503.0,2436.0,1.01,-5.0,-6.0,-13.0,1.0,0.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,-0.49999976,0.86602557,-0.8136679,0.58133,1019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.8169808e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-5.0,-3.0,-17.0,-7.0,-2.0,1.0,-4.6666665
United States,2022-11-07,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1029916e+07,1.861795e+07,1.2411966e+07,4.654487e+06,49974.0,46081256,49829,49829,13964.02,0.151,0.0469,9.2,10.4,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,544.0,2368.0,0.99,-4.0,-13.0,-3.0,-4.0,-1.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,-0.49999976,0.86602557,-0.80354744,0.59524065,1020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.36273556e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-4.0,-3.0,-4.0,-6.0,-5.0,1.0,-5.0
United States,2022-11-08,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1080208e+07,1.8648124e+07,1.2432082e+07,4.662031e+06,50290.0,46131135,49879,49879,13979.13,0.1511,0.0546,9.3,15.8,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,565.0,2388.0,1.24,-1.0,0.0,-18.0,-3.0,-2.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,-0.49999976,0.86602557,-0.7931895,0.6089749,1021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0220516e-17,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-7.0,-6.0,-2.0,-8.0,-2.0,2.0,-5.6666665
United States,2022-11-09,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1130124e+07,1.8678076e+07,1.245205e+07,4.669518e+06,49918.0,46181156,50021,50021,13994.29,0.1516,0.1678,6.3,15.7,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,498.0,2489.0,1.04,-1.0,-4.0,-4.0,-3.0,-3.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,-0.49999976,0.86602557,-0.7825969,0.62252885,1022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.665388e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-7.0,-3.0,-1.0,-5.0,0.0,3.0,-4.0
United States,2022-11-10,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.118004e+07,1.8708024e+07,1.2472015e+07,4.677005e+06,49914.0,46231118,49962,49962,14009.43,0.1514,0.0804,45.2,23.2,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,575.0,2590.0,1.06,-4.0,-5.0,-21.0,-7.0,-5.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,-0.49999976,0.86602557,-0.7717726,0.6358986,1023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.7490405e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-2.0,-1.0,-10.0,1.0,-1.0,1.0,-0.6666667
United States,2022-11-11,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1229904e+07,1.873794e+07,1.2491961e+07,4.684485e+06,49864.0,46281312,50194,50194,14024.64,0.1521,0.1238,6.0,14.7,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,566.0,2646.0,0.92,-6.0,-4.0,-10.0,-5.0,-6.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,-0.49999976,0.86602557,-0.76072,0.64908016,1024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.3117803e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-5.0,-2.0,-8.0,-5.0,-3.0,-2.0,-4.3333335
United States,2022-11-12,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1279908e+07,1.8767944e+07,1.2511963e+07,4.691986e+06,50005.0,46331596,50284,50284,14039.88,0.1524,0.1112,19.0,13.3,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,550.0,2624.0,1.03,-1.0,-1.0,-11.0,-7.0,-4.0,2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.974928,-0.22252055,-0.49999976,0.86602557,-0.7494423,0.6620697,1025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.2338353e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-5.0,-1.0,-5.0,-5.0,0.0,0.0,-3.3333333
United States,2022-11-13,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.132972e+07,1.8797832e+07,1.2531887e+07,4.699457e+06,49811.0,46381875,50279,50279,14055.11,0.1524,0.0747,15.9,20.2,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,567.0,2471.0,1.05,-2.0,-7.0,-3.0,-5.0,-3.0,-1.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.7818316,0.6234896,-0.49999976,0.86602557,-0.7379428,0.6748633,1026,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.4253765e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-5.0,-6.0,-13.0,1.0,0.0,0.0,-1.3333334
United States,2022-11-14,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1379582e+07,1.8827748e+07,1.2551832e+07,4.706937e+06,49863.0,46432020,50145,50145,14070.31,0.152,0.1227,20.9,13.9,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,567.0,2644.0,1.17,-5.0,-5.0,-11.0,0.0,-2.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.0,1.0,-0.49999976,0.86602557,-0.7262249,0.68745714,1027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.8190324e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-4.0,-13.0,-3.0,-4.0,-1.0,3.0,-3.0
United States,2022-11-15,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.142944e+07,1.8857664e+07,1.2571776e+07,4.714416e+06,49858.0,46482197,50177,50177,14085.51,0.1521,0.0211,5.8,17.6,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,554.0,2479.0,1.09,-3.0,-1.0,-9.0,-4.0,-4.0,3.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.7818315,0.6234898,-0.49999976,0.86602557,-0.7142918,0.699848,1028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3642743e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-1.0,0.0,-18.0,-3.0,-2.0,0.0,-2.0
United States,2022-11-16,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1479484e+07,1.8887688e+07,1.2591793e+07,4.721922e+06,50043.0,46531881,49684,49684,14100.57,0.1506,0.0122,8.5,15.7,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,559.0,2592.0,1.27,-4.0,-7.0,-9.0,-2.0,3.0,-2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.9749279,-0.22252095,-0.49999976,0.86602557,-0.70214766,0.71203136,1029,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0232057e-18,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-1.0,-4.0,-4.0,-3.0,-3.0,0.0,-2.3333333
United States,2022-11-17,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.1529404e+07,1.891764e+07,1.2611761e+07,4.72941e+06,49920.0,46581828,49947,49947,14115.71,0.1514,0.0159,21.2,11.6,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,566.0,2559.0,1.05,-5.0,-5.0,-19.0,-3.0,-2.0,0.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,0.43388382,-0.90096885,-0.49999976,0.86602557,-0.6897958,0.724004,1030,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.674043e-19,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-4.0,-5.0,-21.0,-7.0,-5.0,2.0,-5.3333335
United States,2022-11-18,14000510,244880,13231482,0.0,0.0,0.0,0.0,0.0,524148,0.017490791,3.157945e+07,1.894767e+07,1.263178e+07,4.736917e+06,50047.0,46631297,49469,49469,14130.7,0.1499,0.0349,6.5,13.6,36,38.3,16.6,63544,2.77,78.9,0.926,331002651,573.0,2624.0,1.33,-5.0,-2.0,-24.0,0.0,-3.0,-2.0,0.0,False,0.0,False,0.0,False,False,0.0,0.0,0.0,-0.43388376,-0.90096885,-0.49999976,0.86602557,-0.6772401,0.7357621,1031,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.755532e-19,0.0,0.0,365.0,0.017490791,0.94507146,0.0,0.037437778,0.0,-6.0,-4.0,-10.0,-5.0,-6.0,0.0,-5.6666665
